project_name,total_quantity,child_process,cluster,crypto,dgram,dns,eventEmitter,fs,http,http2,https,net,process,readline,repl,stream,tls,util,zlib,cb,ro,oc,op,co,rp,dd
webpack_webpack,1948591,5952,0,471038,0,0,0,1470905,0,0,0,0,0,0,0,0,0,0,0,1471241,480263,0,0,0,0,696
